station_name,station_id,station_lat,station_lng
Dearborn St & Erie St,13045,41.893992,-87.629318
Stony Island Ave & South Chicago Ave,577,41.751162,-87.5853295
Greenview Ave & Fullerton Ave,TA1307000001,41.92533,-87.6658
Clarendon Ave & Gordon Ter,13379,41.95846866666667,-87.64958366666667
Clinton St & Jackson Blvd,638,41.878116,-87.639838
California Ave & Fletcher St,15642,41.93847466666666,-87.69796966666667
Desplaines St & Jackson Blvd,15539,41.87817,-87.64415933333333
Indiana Ave & 31st St,TA1308000036,41.838842,-87.621857
Rush St & Superior St,15530,41.89573666666666,-87.62601183333334
Franklin St & Jackson Blvd,TA1305000025,41.877707,-87.635321
Cicero Ave & Lake St,16903,41.886841,-87.745261
Michigan Ave & Jackson Blvd,TA1309000002,41.87785,-87.62408
Drake Ave & Addison St,KA1504000142,41.947326,-87.717582
Wentworth Ave & 24th St (Temp),TA1308000026,41.85008369347577,-87.6321405172348
Stony Island Ave & 90th St,20236,41.73139494330236,-87.58574366569519
Ashland Ave & McDowell Ave,16937,41.80887,-87.66454
Chicago Ave & Sheridan Rd,E008,42.050491,-87.677821
State St & Pershing Rd,15449,41.823015,-87.626568
Baltimore Ave & 87th St,20229,41.737336,-87.548515
Cicero Ave & Quincy St,16913,41.877613,-87.745405
California Ave & Montrose Ave,15622,41.961068,-87.695439
Clark St & Bryn Mawr Ave,KA1504000151,41.983593,-87.669154
Sacramento Blvd & Franklin Blvd,KA1504000113,41.890518166666666,-87.70262233333334
California Ave & Altgeld St,15646,41.92669,-87.697668
Normal Ave & Archer Ave,TA1308000014,41.849527,-87.640591
Paulina St & Montrose Ave,TA1309000021,41.961507,-87.671387
MLK Jr Dr & 47th St,TA1308000007,41.809851,-87.616279
Calumet Ave & 35th St,13345,41.831379,-87.618034
Damen Ave & Pershing Rd,546,41.823192,-87.676597
May St & Cullerton St,13331,41.8552125,-87.654172
Halsted St & Archer Ave,TA1308000013,41.84716816666667,-87.64688483333333
Bosworth Ave & Howard St,16806,42.019537,-87.669563
Racine Ave & Garfield Blvd,559,41.794228,-87.655073
Western Blvd & 48th Pl,594,41.805660333333336,-87.6833325
Damen Ave & 51st St,554,41.80089083333333,-87.67462283333333
Ritchie Ct & Banks St,KA1504000134,41.906866,-87.626217
California Ave & Lake St,15666,41.88445395657,-87.6962981368
Washtenaw Ave & Ogden Ave,KA1504000109,41.86193049278259,-87.69345045089722
Western Ave & 24th St,TA1309000003,41.84847,-87.685109
Evanston Civic Center,661,42.057044,-87.686554
Halsted St & Roscoe St,TA1309000025,41.94367,-87.64895
Damen Ave & Leland Ave,TA1307000158,41.96703616666667,-87.67908333333334
Christiana Ave & Lawrence Ave,15615,41.96836366666667,-87.71175516666666
Smith Park,643,41.892048,-87.689397
Elston Ave & Wabansia Ave,TA1309000032,41.912919,-87.664169
Hoyne Ave & 47th St,KA1504000091,41.808227,-87.67718
Sedgwick St & Webster Ave,13191,41.922173,-87.63900316666667
Halsted St & 96th St,20105,41.71971218361882,-87.6430195569992
Keystone Ave & Fullerton Ave,16010,41.92459,-87.72785
McCormick Place,TA1305000004,41.851375,-87.618834
Dodge Ave & Church St,600,42.048308,-87.698224
State St & 54th St,646,41.79659766666666,-87.6259235
Dodge Ave & Main St,E011,42.03463185161588,-87.69918769598006
Kimball Ave & Belmont Ave,KA150400009X,41.9394285,-87.711571
Drake Ave & Montrose Ave,KA1504000097,41.96116683333333,-87.71665716666666
Wood St & Taylor St (Temp),13285,41.869265,-87.67373
Damen Ave & Grand Ave,TA1308000006,41.891264346481535,-87.676842212677
2112 W Peterson Ave,KA1504000155,41.991178,-87.683593
Vernon Ave & 79th St,574,41.75094,-87.61379
Maplewood Ave & Peterson Ave,KA1504000130,41.9902855,-87.69347616666667
Lake Shore Dr & North Blvd,LF-005,41.91175716666667,-87.6268565
Lake Shore Dr & Monroe St,13300,41.880958,-87.616743
Lakefront Trail & Bryn Mawr Ave,KA1504000152,41.98403669612,-87.6523104689
Larrabee St & Webster Ave,13193,41.921822,-87.64414
Field Museum,13029,41.865312,-87.617867
Lake Park Ave & 53rd St,KA1503000059,41.79949429373,-87.5864498959
Houston Ave & 92nd St,20242,41.72820421535798,-87.54970014095306
Pulaski Rd & Congress Pkwy,535,41.874325,-87.725704
Jeffery Blvd & 76th St,KA1503000028,41.75714033333333,-87.57588283333334
Wallace St & 35th St,TA1308000045,41.830629,-87.64129
Southport Ave & Clybourn Ave,TA1309000030,41.920771,-87.663712
Woodlawn Ave & Lake Park Ave,KA1503000065,41.81409271048,-87.5970051479
Kedzie Ave & 24th St,KA1504000086,41.84819094491,-87.7054137458
Halsted St & 73rd St,20244,41.76160543804394,-87.64416097666071
Wentworth Ave & 63rd St,KA1503000025,41.78008,-87.629746
Clark St & Jarvis Ave,517,42.015963,-87.675005
Lake Park Ave & 47th St,TA1308000035,41.809381,-87.59187516666667
Ashland Ave & Division St,13061,41.9034425,-87.66783083333334
Cottage Grove Ave & 78th St,575,41.753174,-87.605026
Sheridan Rd & Lawrence Ave,TA1309000041,41.96953916666666,-87.65473666666666
Damen Ave & Melrose Ave,13143,41.9406,-87.6785
Glenwood Ave & Morse Ave,KA1504000175,42.007972,-87.665502
Ravenswood Ave & Irving Park Rd,TA1307000149,41.95469,-87.67393
Franklin St & Illinois St,RN-,41.89102331025185,-87.63547986745834
Kenton Ave & Madison St,537,41.880708,-87.741018
State St & 33rd St,13216,41.834734,-87.625813
Morgan Ave & 14th Pl,TA1306000002,41.862378,-87.651062
St. Louis Ave & Fullerton Ave,KA1504000090,41.92481559681187,-87.71449506282805
California Ave & Division St,13256,41.903029,-87.697474
Prairie Ave & Garfield Blvd,TA1307000160,41.794853,-87.618691
Clinton St & Roosevelt Rd,WL-008,41.867118833333336,-87.64112333333334
Damen Ave & Charleston St,13288,41.920082,-87.677855
Winchester (Ravenswood) Ave & Balmoral Ave,KA1504000147,41.979762,-87.67753
Stony Island Ave & 64th St,KA1503000021,41.778881,-87.586647
Stony Island Ave & 67th St,KA1503000023,41.77345849948,-87.5853397391
Rainbow Beach,KA1503000049,41.75787144829,-87.54938625
Carpenter St & Huron St,13196,41.894556,-87.653449
Wentworth Ave & 33rd St,15445,41.83452988563,-87.6318229814
Wood St & Milwaukee Ave,13221,41.907655,-87.672552
Leavitt St & Belmont Ave,KA17018068,41.939354,-87.683282
Albany Ave & Montrose Ave,15621,41.961041,-87.705866
Blackstone Ave & Hyde Park Blvd,13398,41.8025065,-87.590344
Sheridan Rd & Montrose Ave,TA1307000107,41.96167,-87.65464
Clark St & North Ave,13128,41.911974,-87.631942
Fort Dearborn Dr & 31st St,TA1307000048,41.838556,-87.608218
Wabash Ave & 9th St,TA1309000010,41.870769,-87.625734
California Ave & Milwaukee Ave,13084,41.922695,-87.697153
Paulina St & Howard St,515,42.019159,-87.673573
Kedzie Ave & Roosevelt Rd,15682,41.86653366666667,-87.70647283333334
Larrabee St & Kingsbury St,TA1306000009,41.897764,-87.642884
Wells St & 19th St,SL-006,41.856802,-87.633879
Fairfield Ave & Roosevelt Rd,KA1504000102,41.866624,-87.694521
Halsted St & Roosevelt Rd,TA1305000017,41.867324,-87.648625
Lincoln Ave & Winona St,KA1504000078,41.97491129677,-87.6925025594
Carpenter St & 63rd St,18025,41.77987,-87.650919
Millard Ave & 26th St,KA1504000110,41.844557,-87.716072
Milwaukee Ave & Cuyler Ave,16991,41.95450933333333,-87.7496545
Western Ave & Lunt Ave,RP-005,42.0085943972,-87.6904922389
Kilbourn Ave & Milwaukee Ave,16994,41.948818,-87.74002
Lincolnwood Dr & Central St,E014,42.0647905,-87.7153365
Cornell Ave & Hyde Park Blvd,KA1503000007,41.802406,-87.586924
Shore Dr & 55th St,TA1308000009,41.79523283333333,-87.58084266666667
Lincoln Ave & Belle Plaine Ave,TA1309000026,41.95600355078549,-87.68016144633293
Campbell Ave & North Ave,13257,41.910567666666665,-87.6895445
Kedzie Ave & 21st St,15686,41.853527666666665,-87.705035
Clinton St & Lake St,13021,41.885637,-87.641823
Shields Ave & 43rd St,KA1503000001,41.816208,-87.634819
Southport Ave & Waveland Ave,13235,41.948131333333336,-87.66388066666667
N Green St & W Lake St,20246.0,41.89,-87.65
Racine Ave & Fullerton Ave,TA1306000026,41.92556258,-87.65840426
Stony Island Ave & 75th St,KA1503000019,41.7586696704,-87.586882871
Ashland Ave & Grand Ave,13434,41.891072,-87.666611
MLK Jr Dr & 29th St,TA1307000139,41.842052,-87.617
Ogden Ave & Race Ave,13194,41.89185283333333,-87.65887816666667
State St & 95th St,20104,41.721849,-87.622854
Cottage Grove Ave & 67th St,KA1503000031,41.77372,-87.605634
May St & 69th St,567,41.768938,-87.652934
Broadway & Argyle St,13108,41.97369433333333,-87.65963816666667
LaSalle St & Illinois St,13430,41.890762,-87.631697
Evans Ave & 75th St,570,41.75849,-87.60641
Eggleston Ave & 69th St,650,41.768898,-87.635876
Halsted St & 56th St,KA1503000011,41.79292964599,-87.6449900565
Elizabeth St & 47th St,553,41.80842033333333,-87.656535
Jeffery Blvd & 67th St,KA1503000030,41.77351066666667,-87.57741216666666
Fairbanks St & Superior St,18003,41.895748,-87.620104
LaSalle Dr & Huron St,KP1705001026,41.8949505,-87.63214566666667
Clark St & Berwyn Ave,KA1504000146,41.977996,-87.668047
St. Clair St & Erie St,13016,41.89434513742426,-87.62279838323593
Larrabee St & Division St,KA1504000079,41.90348607004,-87.6433534936
Michigan Ave & Washington St,13001,41.8839840647265,-87.6246839761734
New St & Illinois St,TA1306000013,41.89084704062381,-87.61861681938171
Racine Ave & Congress Pkwy,TA1306000025,41.87464,-87.65703
Michigan Ave & Pearson St,13034,41.89684183333333,-87.62295633333333
Cityfront Plaza Dr & Pioneer Ct,13427,41.890573,-87.622072
Clybourn Ave & Division St,TA1307000115,41.90458666666667,-87.64060466666666
Ogden Ave & Roosevelt Rd,KA1504000101,41.86650148316,-87.68469707
Wolcott Ave & Polk St,TA1309000064,41.871262,-87.673688
Sheridan Rd & Buena Ave,TA1309000027,41.958494,-87.654966
Burling St & Diversey Pkwy,TA1309000036,41.93314,-87.64776
Sheridan Rd & Irving Park Rd,13063,41.954216333333335,-87.65442033333333
Clinton St & Polk St,15542,41.87143233333333,-87.64092666666667
Montrose Harbor,TA1308000012,41.963982,-87.638181
Morgan St & Lake St,TA1306000015,41.8854833079,-87.6523048564
Jefferson St & Monroe St,WL-011,41.880422,-87.642746
South Shore Dr & 67th St,KA1503000029,41.773643,-87.567514
Museum of Science and Industry,KA1503000074,41.791728,-87.583945
Halsted St & Dickens Ave,13192,41.919936,-87.64883
Eckhart Park,13289,41.896386666666665,-87.66101233333333
Clark St & Wellington Ave,TA1307000136,41.9364968219,-87.6475386582
Sedgwick St & Schiller St,TA1307000143,41.907626,-87.638566
Ashland Ave & Belle Plaine Ave,13249,41.956057,-87.668835
Wood St & Hubbard St,13432,41.889899,-87.671473
Clark St & Drummond Pl,TA1307000142,41.931248,-87.644336
Wilton Ave & Diversey Pkwy,TA1306000014,41.932418,-87.652705
Ashland Ave & Grace St,13319,41.950687,-87.6687
Rush St & Cedar St,KA1504000133,41.90262333333333,-87.62771383333333
Western Ave & Winnebago Ave,13068,41.915663333333335,-87.6870145
Broadway & Granville Ave,15571,41.99475316666667,-87.6602755
Pine Grove Ave & Waveland Ave,TA1307000150,41.94947274088333,-87.64645278453827
Wabash Ave & Adams St,KA1503000015,41.87947235235,-87.6256886059
Michigan Ave & 18th St,13150,41.857813,-87.62455
Blue Island Ave & 18th St,13135,41.85744816666666,-87.661731
Peoria St & Jackson Blvd,13158,41.8776575,-87.64939
Kingsbury St & Erie St,13265,41.89380805624359,-87.64169722795485
Wells St & Hubbard St,TA1307000151,41.889906,-87.634266
Broadway & Cornelia Ave,13278,41.945529,-87.646439
Halsted St & 18th St,13099,41.857499,-87.646277
Clinton St & Tilden St,13037,41.875885,-87.640795
Wentworth Ave & Cermak Rd,13075,41.85308166666667,-87.63186316666666
Sheffield Ave & Wrightwood Ave,TA1309000023,41.928712,-87.653833
Fairbanks Ct & Grand Ave,TA1305000003,41.891847,-87.62058
Clark St & Schiller St,TA1309000024,41.907993,-87.631501
Canal St & Jackson Blvd,13138,41.877245,-87.639366
May St & Taylor St,13160,41.86936833333333,-87.6554745
Leavitt St & Lawrence Ave,TA1309000015,41.968885,-87.684001
Wolcott (Ravenswood) Ave & Montrose Ave,TA1307000144,41.961410666666666,-87.6761855
Southport Ave & Wellington Ave,TA1307000006,41.93573783333333,-87.66388333333333
Logan Blvd & Elston Ave,TA1308000031,41.929465,-87.684158
Ogden Ave & Chicago Ave,TA1305000020,41.896362458,-87.6540612729
Leavitt St & Division St,658,41.90298516666667,-87.68380033333334
Manor Ave & Leland Ave,KA1504000127,41.9658725,-87.70085916666666
Southport Ave & Clark St,TA1308000047,41.957081,-87.664199
Sheridan Rd & Loyola Ave,RP-009,42.00104377979,-87.6611982433
Hoyne Ave & Balmoral Ave,655,41.979851,-87.681932
Warren Park East,RP-002,42.004588,-87.68062066666667
Broadway & Waveland Ave,13325,41.949074,-87.648636
Glenwood Ave & Touhy Ave,525,42.012701,-87.666058
Wilton Ave & Belmont Ave,TA1307000134,41.94018,-87.65304
Lincoln Ave & Addison St,TA1309000050,41.946176,-87.673308
Wells St & Huron St,TA1306000012,41.894722,-87.634362
Damen Ave & Sunnyside Ave,TA1309000012,41.96325,-87.679258
Lincoln Park Conservatory,LP-,41.92393131136619,-87.63582453131676
Oakley Ave & Irving Park Rd,KA1504000158,41.95434085219,-87.6860796243
Washtenaw Ave & Lawrence Ave,KA1504000080,41.968987,-87.696027
Sheffield Ave & Fullerton Ave,TA1306000016,41.925602,-87.65371733333333
Sedgwick St & North Ave,TA1307000038,41.911386,-87.638677
Walsh Park,18067,41.91461,-87.667968
Kedzie Ave & Milwaukee Ave,13085,41.92958016666667,-87.707901
Kilbourn Ave & Irving Park Rd,590,41.953733,-87.740569
Milwaukee Ave & Rockwell St,13242,41.92019556200566,-87.69265919923781
Warren Park West,RP-001,42.001785,-87.688829
Financial Pl & Ida B Wells Dr,SL-010,41.87501283333334,-87.63310233333333
Budlong Woods Library,15585,41.98366470886,-87.6964225611
Kedzie Ave & Chicago Ave,KA1504000114,41.895436,-87.706179
Racine Ave & Randolph St,13155,41.884043166666665,-87.6570315
Clinton St & Washington Blvd,WL-012,41.88338,-87.64117
Leavitt St & Chicago Ave,18058,41.895501,-87.682017
State St & Harrison St,SL-007,41.873949,-87.62772316666667
Stave St & Armitage Ave,13266,41.917741,-87.691392
Leavitt St & Addison St,KA1504000143,41.946609333333335,-87.68339
Damen Ave & Cullerton St,13089,41.854966518753926,-87.67569959163664
Wood St & 35th St,KA1503000066,41.83010465416,-87.6702983089
Dearborn St & Van Buren St,624,41.875996666666666,-87.62989933333333
Ogden Ave & Congress Pkwy,13081,41.87501,-87.67328
Malcolm X College,631,41.8776245,-87.67385716666666
Halsted St & 35th St,TA1308000043,41.83059433333333,-87.64713083333334
Francisco Ave & Foster Ave,KA1504000160,41.97563272521,-87.7014194389
Wolcott Ave & Fargo Ave,519,42.016977,-87.677725
Dorchester Ave & 63rd St,KA1503000046,41.7804056457,-87.5914159893
Seeley Ave & Garfield Blvd,557,41.794087,-87.675478
Dodge Ave & Mulford St,662,42.023463,-87.699595
Damen Ave & 59th St,561,41.78602,-87.674167
Halsted St & 47th Pl,KA1503000051,41.80806983333333,-87.6456665
Damen Ave & Walnut (Lake) St,KA17018054,41.88594583333333,-87.67709083333334
Elizabeth St & 92nd St,20119,41.72679896370119,-87.65429019927979
Austin Blvd & Lake St,16906,41.887919,-87.774446
Michigan Ave & 14th St,TA1307000124,41.864059,-87.623727
Racine Ave & 15th St,13304,41.861267,-87.656625
Michigan Ave & 114th St,20243,41.68701033333333,-87.62120233333333
Lincoln Ave & Belmont Ave,TA1309000042,41.939365,-87.668385
Elmwood Ave & Austin St,598,42.02578566666666,-87.68408233333334
Ashland Ave & 78th St,20234,41.75220484941116,-87.66369938850403
W Armitage Ave & N Sheffield Ave,20254.0,41.92,-87.65
Central Park Ave & Bloomingdale Ave,18017,41.914166,-87.716755
MLK Jr Dr & 56th St,KA1503000073,41.79352216666667,-87.6158265
Prairie Ave & 43rd St,KA1503000027,41.8166895,-87.61942266666667
Hermitage Ave & Polk St,13080,41.871514,-87.669886
Kedzie Ave & Foster Ave,KA1504000128,41.975672,-87.709261
Milwaukee Ave & Grand Ave,13033,41.891578,-87.648384
California Ave & Francis Pl (Temp),13259,41.91849115368695,-87.69742280244827
Halsted St & North Branch St,KA1504000117,41.899368,-87.648479
Halsted St & 59th St,593,41.787566,-87.6448435
Morgan St & Pershing Rd,16933,41.823613,-87.650931
Ashland Ave & 63rd St,16948,41.779374,-87.664843
Racine Ave & 65th St,564,41.775393,-87.654308
Cicero Ave & Flournoy St,16912,41.872131,-87.746619
Dorchester Ave & 49th St,KA1503000069,41.805844666666665,-87.59253316666667
Humboldt Blvd & Armitage Ave,15651,41.91753533333333,-87.70185566666666
Lincoln Ave & Fullerton Ave,TA1309000058,41.925905,-87.64926
Marquette Ave & 89th St,20239,41.73366879071472,-87.55834221839905
Cottage Grove Ave & 43rd St,TA1308000023,41.816499,-87.606582
Central Park Ave & 24th St,15687,41.8481,-87.715068
Halsted St & 69th St,15597,41.769061,-87.644613
Halsted St & 63rd St,KA1503000055,41.779381,-87.64462
Damen Ave & Coulter St,TA1307000066,41.8492,-87.67564
University Ave & 57th St,KA1503000071,41.791478,-87.599861
Ridge Blvd & Touhy Ave,RP-006,42.01216216666667,-87.6829355
Shedd Aquarium,15544,41.86722595682,-87.6153553902
Austin Blvd & Chicago Ave,16921,41.89487533333333,-87.77429866666667
Sheffield Ave & Kingsbury St,13154,41.91061216666667,-87.65318216666667
Union Ave & Root St,KA1503000032,41.819156166666666,-87.64328183333333
Ashland Ave & 13th St,13354,41.865234,-87.666507
Lake Park Ave & 35th St,KA1503000004,41.831307333333335,-87.6087495
State St & Kinzie St,13050,41.889155333333335,-87.62808366666667
Big Marsh Park,20232,41.685877,-87.573824
Homewood Ave & 115th St,20206,41.68459507202618,-87.67070800065994
Phillips Ave & 79th St,579,41.75182,-87.565211
Ashland Ave & Pershing Rd,16932,41.823455,-87.66561766666666
Mies van der Rohe Way & Chicago Ave,13338,41.89691,-87.621743
Halsted St & 51st St,KA1503000010,41.8017555,-87.64523916666667
Loomis Blvd & 84th St,20121,41.74148652861805,-87.65841007232666
Walden Pkwy & 100th St,20107,41.71227783333333,-87.66772833333333
State St & 123rd St,20210,41.67064383687979,-87.62258648872375
Princeton Ave & 47th St,KA1503000009,41.80931683333333,-87.63349483333333
MLK Jr Dr & Pershing Rd,13420,41.8246,-87.61678
Canal St & Adams St,13011,41.879255,-87.639904
Campbell Ave & Fullerton Ave,15648,41.9246095,-87.68927066666667
Vincennes Ave & 75th St,16953,41.75797,-87.63121
Indiana Ave & 40th St,13083,41.82169366666667,-87.62138733333333
Elizabeth St & 59th St,647,41.786691,-87.655859
Calumet Ave & 18th St,13102,41.85758616666666,-87.61952016666666
Central Ave & Lake St,16905,41.887664,-87.765469
Latrobe Ave & Chicago Ave,642,41.894754166666665,-87.75689416666667
Seeley Ave & Roscoe St,13144,41.94340716666667,-87.67975916666667
Clark St & Columbia Ave,RP-008,42.00445062934,-87.6724024047
Federal St & Polk St,SL-008,41.87207763285,-87.6295437729
Central Park Ave & Ogden Ave,15685,41.854063503874464,-87.71511733531952
Halsted St & Clybourn Ave,331,41.909668,-87.648128
Exchange Ave & 79th St,580,41.751731,-87.552812
South Chicago Ave & 83rd St,588,41.743921,-87.575225
Racine Ave & Washington Blvd,654,41.883073,-87.656952
Halsted St & 111th St,20127,41.692280333333336,-87.64267183333334
Ewing Ave & Burnham Greenway,20223,41.712748,-87.534813
Southport Ave & Wrightwood Ave,TA1307000113,41.92879716666667,-87.66387916666666
Calumet Ave & 33rd St,13217,41.8349,-87.61793
Wabash Ave & Grand Ave,TA1307000117,41.891231833333336,-87.62668283333333
Monticello Ave & Irving Park Rd,KA1504000139,41.95400483876,-87.7191281797
Emerald Ave & 28th St,TA1307000153,41.84358,-87.645368
Hale Ave & 107th St,20108,41.6992005,-87.66890116666667
Clinton St & Madison St,TA1305000032,41.882242,-87.641066
Wabash Ave & Roosevelt Rd,TA1305000002,41.867227,-87.625961
Damen Ave & Chicago Ave,13132,41.895769,-87.67722
Yates Blvd & 75th St,KA1503000024,41.758768,-87.56644
Buckingham Fountain,15541,41.87651122881695,-87.62054800987242
Shields Ave & 28th Pl,15443,41.842842833333336,-87.635548
Kedzie Ave & Leland Ave,KA1504000126,41.96668636205,-87.7080519806
Avenue O & 118th St,20218,41.681001,-87.537931
Clark St & Touhy Ave,RP-007,42.01257066666667,-87.67426966666666
Wentworth Ave & 35th St,KA1503000005,41.830777,-87.632504
Morgan St & 31st St,TA1308000046,41.8378,-87.65114
Central Park Ave & North Ave,15652,41.90965687563,-87.7166319516
Western Ave & Congress Pkwy,15668,41.87474885079,-87.6864452757
Wabash Ave & 16th St,SL-012,41.860384,-87.625813
Avondale Ave & Irving Park Rd,15624,41.953393,-87.732002
Central St Metra,E006,42.063598,-87.69873
Cottage Grove Ave & 51st St,TA1309000067,41.803038,-87.606615
Clyde Ave & 87th St,20230,41.73715146431056,-87.57274031639099
Commercial Ave & 83rd St,TA1309000051,41.744615,-87.551208
Phillips Ave & 83rd St,582,41.744531,-87.56506
Honore St & Division St,TA1305000034,41.903119,-87.673935
State St & Pearson St,TA1307000061,41.897448,-87.628722
Austin Blvd & Madison St,16918,41.880295833333335,-87.77447383333333
State St & 76th St,572,41.756971,-87.624621
Clinton St & 18th St,TA1307000044,41.85795,-87.640826
Rhodes Ave & 32nd St,13215,41.836208,-87.613533
Marine Dr & Ainslie St,KA1504000171,41.9716215,-87.65015533333333
Bissell St & Armitage Ave,13059,41.91844,-87.65222
Damen Ave & Clybourn Ave,13271,41.93183716666667,-87.67779666666667
Pine Grove Ave & Irving Park Rd,TA1308000022,41.9544215,-87.64808533333333
Sheffield Ave & Webster Ave,TA1309000033,41.9216975,-87.65383466666667
Woodlawn Ave & 55th St,TA1307000164,41.795264,-87.596471
Troy St & North Ave,15653,41.90982966666667,-87.70533716666667
Kosciuszko Park,15643,41.93055233333333,-87.72388583333333
Pulaski Rd & Lake St,528,41.88548883333333,-87.72667216666666
Lake Shore Dr & Ohio St,TA1306000029,41.89257,-87.614492
Morgan St & 18th St,13163,41.8580895,-87.65116933333333
Ellis Ave & 60th St,KA1503000014,41.78509714636,-87.6010727606
Ashland Ave & Augusta Blvd,13248,41.899643,-87.6677
Spaulding Ave & Armitage Ave,15650,41.91709766666666,-87.71025416666667
California Ave & 21st St,13096,41.8538040657915,-87.69574239850043
Clark St & Lunt Ave,KA1504000162,42.009091833333336,-87.67427983333333
Prospect Sq & 91st St,20103,41.7282338,-87.6675239
Central Park Blvd & 5th Ave,16907,41.875663,-87.71555983333333
Ellis Ave & 83rd St,584,41.744123,-87.599034
Knox Ave & Montrose Ave,592,41.96065333333333,-87.74535783333333
Central Ave & Harrison St,16915,41.872993,-87.764499
Central Ave & Madison St,16916,41.880121,-87.763238
Vernon Ave & 75th St,571,41.758361,-87.614138
N Carpenter St & W Lake St,20251.0,41.89,-87.65
Calumet Ave & 71st St,15599,41.76550800581,-87.616917925
Bennett Ave & 79th St,16970,41.751785,-87.578496
Dauphin Ave & 103rd St,20113,41.7072503677818,-87.60766267776489
Stewart Ave & 63rd St,649,41.77985383333333,-87.63458416666667
Marshfield Ave & 59th St,560,41.78684233333333,-87.66613366666667
Throop St & 52nd St,556,41.799659,-87.657195
Western Ave & 111th St,20205,41.6912755,-87.68129883333333
MLK Jr Dr & 83rd St,586,41.743116,-87.6148
Commercial Ave & 130th St,20213,41.659126,-87.5507305
Lawndale Ave & 111th St,20203,41.6913545,-87.71285433333334
N Paulina St & Lincoln Ave,20253.0,41.94,-87.67
N Southport Ave & W Newport Ave,20257.0,41.94,-87.66
Cottage Grove Ave & 111th Pl,20131,41.69170975847015,-87.61000156402588
Hegewisch Metra Station,20215,41.64850076266409,-87.54608988761902
Racine Ave & 61st St,562,41.783189,-87.654372
Eggleston Ave & 92nd St,20118,41.7276625,-87.6348765
Wentworth Ave & 104th St,20130,41.705307996998194,-87.62921690940857
Vincennes Ave & 104th St,20124,41.70492556499764,-87.65686810958869
N Sheffield Ave & W Wellington Ave,20256.0,41.94,-87.65
Rhodes Ave & 71st St,652,41.766034833333336,-87.61170916666667
Indiana Ave & 103rd St,20112,41.70717027117756,-87.6184719800949
Woodlawn Ave & 75th St,569,41.75916,-87.595751
Greenwood Ave & 91st St,20235,41.728264268162725,-87.59729862213135
Avenue L & 114th St,20220,41.69,-87.54
N Damen Ave & W Wabansia St,20258.0,41.91,-87.68
W Washington Blvd & N Peoria St,20247.0,41.88,-87.65
Avenue O & 134th St,20214,41.65191333333333,-87.53950833333333
Ada St & 113th St,20129,41.687561623357375,-87.65547573566435
Constance Ave & 95th St,20228,41.72229074095262,-87.57896840572357
N Hampden Ct & W Diversey Ave,20248.0,41.93,-87.64
Summit Ave & 86th St,20101,41.737848,-87.6449
Ashland Ave & 74th St,20245,41.759236,-87.663474
Western Ave & 104th St,20123,41.70458710218908,-87.68120348453522
Major Taylor Trail & 124th St,20208,41.66869635332246,-87.63711333274841
Chicago State University,20106,41.71895833333333,-87.60837733333334
Kedzie Ave & 110th St,20204,41.6924015,-87.70095783333333
Damen Ave & Wabansia Ave,20.0,41.91,-87.68
Torrence Ave & 126th Pl,20217,41.66631200825726,-87.55721569061278
Eberhart Ave & 131st St,20211,41.657953,-87.61076433333334
Halsted St & 104th St,20125,41.70513978893236,-87.6424241065979
Hampden Ct & Diversey Ave,202480.0,41.93,-87.64
Commercial Ave & 100th St,20225,41.713300333333336,-87.55126783333333
Kedzie Ave & 104th St,20201,41.7,-87.7
Calumet Park,20224,41.71369766666667,-87.53081833333333
South Chicago Ave & Elliot Ave,665,41.747363,-87.580046
N Clark St & W Elm St,20249.0,41.9,-87.63
Woodlawn & 103rd - Olive Harvey Vaccination Site,20133,41.71,-87.59
Altgeld Gardens,20212,41.657077,-87.5988705
Loomis St & 89th St,201022,41.73237975329554,-87.65806943178177
WEST CHI-WATSON,DIVVY 001,41.894792,-87.730906
Yates Blvd & 93rd St,20237,41.726164,-87.5663105
W 103rd St & S Avers Ave,20202,41.71,-87.72
Maryland Ave & 104th St,20134,41.71,-87.6
Lyft Driver Center Private Rack,20999,41.9,-87.66
S Aberdeen St & W 106th St,20126,41.7,-87.65
Cicero Ave & Grace St,322,41.95,-87.75
Kildare Ave & 26th St,365.0,41.84,-87.73
Lawndale Ave & 16th St,362.0,41.86,-87.72
Spaulding Ave & 16th St,366.0,41.86,-87.71
Homan Ave & Fillmore St,364.0,41.87,-87.71
Lavergne & Fullerton,356,41.92,-87.75
DIVVY CASSETTE REPAIR MOBILE STATION,DIVVY CASSETTE REPAIR MOBILE STATION,41.880958,-87.616743
Kilpatrick Ave & Parker Ave,358,41.93,-87.74
Central Park Ave & Douglas Blvd,329.0,41.86,-87.72
Lamon Ave & Belmont Ave,316,41.94,-87.75
Tripp Ave & 31st St,368.0,41.84,-87.73
Long Ave & Belmont Ave,317,41.94,-87.76
Meade Ave & Diversey Ave,353,41.93,-87.78
Long Ave & Belden Ave,313,41.92,-87.76
Tripp Ave & 15th St,363.0,41.86,-87.73
Central Ave & Parker Ave,355,41.93,-87.77
Lawndale Ave & 30th St,334.0,41.84,-87.72
Meade Ave & Addison St,324,41.95,-87.78
Kilbourn & Roscoe,360,41.94,-87.74
Mulligan Ave & Wellington Ave,351,41.93,-87.78
Parkside Ave & Armitage Ave,354,41.92,-87.77
